Company,Brief Description,Protein Category,Company Focus,Technology Focus,Product Type,Animal-Type Analog,Ingredient Type,Operating Regions,Country/Region,State,City,Website,Year Founded,Founders,Logo
Slicc,Indian producer of a variety of oat milks. ,Plant-based,Dairy,End product formulation and manufacturing,Milk,,Oat,Asia Pacific,India ,,Mumbai,https://slicc.in/,2021,Namrata Doshi,
So Good,India-based brand providing several plant-based milk alternatives. ,Plant-based,Dairy,End product formulation and manufacturing,Milk,,"Soy,Almond,Coconut",Asia Pacific,India ,,Mumbai,https://lifehealthfoods.co.in/,2018,,
Tata Simply Better,"India-based subsidiary of Tata Consumer Products, providing plant-based meat alternatives. ",Plant-based,Meat,End product formulation and manufacturing,Ground meat,Chicken,"Soy,Wheat",Asia Pacific,India ,,Mumbai,https://www.tataconsumer.com/brands/foods/tata-simply-better,2020,,
The Green Meat (Greenovative Foods Pvt Ltd),India-based startup developing plant-based meat alternatives that closely mimic the qualities of conventional meat. ,Plant-based,Meat,End product formulation and manufacturing,Whole muscle meat,,,Asia Pacific,India ,,Kochi,https://www.thegreenmeat.com/,2021,"Unnikrishnan PG, Dheeraj Mohan",
Vecan Foods LLP,"India-based producer of vegan products, including meat and cheese alternatives. ",Plant-based,"Meat,Dairy",End product formulation and manufacturing,"Ground meat,Other dairy","Beef/veal,Chicken","Pea,Potato,Yeast,Soy,Wheat,Beetroot ",Asia Pacific,India ,,New Delhi,http://www.vecan.in/,2021,"Mahima Gupta, Guneet Kaur",
Vezlay Foods Pvt. Ltd,India-based producer of soy-based meat replacements and ready-to-eat meals. ,Plant-based,Meat,End product formulation and manufacturing,"Ground meat,Other meat,Whole muscle meat","Beef/veal,Chicken,Pork",Soy,Asia Pacific,India ,,New Delhi,http://www.vezlay.com,2012,,
What A Momo (WAAMO),Indian producer of plant-based momos (dumplings). ,Plant-based,Other,End product formulation and manufacturing,,Chicken,,Asia Pacific,India ,,New Delhi,https://www.instagram.com/whatamomo2022/?igshid=YmMyMTA2M2Y%3D,2022,Mohit Somai,
Standing Ovation,France-based company producing casein through precision fermentation. ,Precision fermentation,Dairy,Ingredient optimization,Cheese,,,Europe,France,,,https://standing-ovation.co/,2020,,
Reel Foods ,"Reel’s species-agnostic platform creates thick, whole-cut meat products by driving taste and texture from muscle cells. Starting with seafood as their first market, they are developing cultivated fish fillets with the mouthfeel of wild caught products.",Cultivated,Seafood,"Scaffolding and structure,3D printing,End product formulation and manufacturing",,,,U.S. and Canada,United States,California ,San Francisco ,https://www.reelfoods.co/,2022,"John Ahrens, Beverley See, Robert Weeks ",
Pangea Natural Foods (Canada),"Canadian producer of ghee, snacks, and plant-based burgers. ",Plant-based,Meat,End product formulation and manufacturing,Ground meat,Beef/veal,"Potato,Beans,Pea,Chickpea,Mushrooms",U.S. and Canada,Canada,,Surrey,https://www.pangeafood.com/,2021,,
Strictly Roots Vegan,UK-based producer of artisanal cheeses.,Plant-based,Dairy,End product formulation and manufacturing,Cheese,,"Cashew,Coconut,Almond,Soy,Yeast",Europe,United Kingdom,,London,https://www.strictlyrootsvegan.co.uk/,2021,Angelica Ashcroft,
Purezza,UK-based vegan pizzeria that produces its own cheeses for sale. ,Plant-based,Dairy,End product formulation and manufacturing,Cheese,,"Rice,Sunflower,Coconut,Yeast,Beans,Agar agar,Other",Europe,United Kingdom,,Brighton,https://purezza.co.uk/about-purezza/,2015,"Tim Barclay, Stefania Evangelisti and Filippo Rosato",
Honestly Tasty,UK-based producer of plant-based artisanal cheeses. ,Plant-based,Dairy,End product formulation and manufacturing,Cheese,,"Coconut,Almond,Tapioca,Yeast,Agar agar,Other,Rice,Soy,Cashew,Sunflower",Europe,United Kingdom,,London,https://honestlytasty.co.uk/,2018,"Beth Moore, Michael Moore",
THEO's Plant-Based,"Chicago-based vegetable-forward meats, starting with BEET Jerky. ",Plant-based,Meat,End product formulation and manufacturing,Other meat,Beef/veal,Beetroot ,U.S. and Canada,United States,Illinois,Chicago,http://www.theosplantbased.com,2021,"Theo Mourad, Aaron Brodkey",Theo_s Logo Navy.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/GfsGC_MW8y2j0bNyq1hdNg/sV8j2WTfW5lK_g_l-IGborkv9KwFs9SgnowKtjv656B-iYG6Cel3_xDLTz4a67ebavuxuPRo6zNpjzkk-v7bMB47zNW9aEnIULBGLQXkzuQ/pKW6xgF_nbsbZbrA7j0x3Wf7x94GhGfStqaVgTEFvf0)
Roslin Technologies,Edinburgh-based food and ag-tech company that produces ‘Pluripotent’ stem cells,Cultivated,Meat,Cell line development,"Ground meat,Whole muscle meat,Other meat","Beef/veal,Chicken,Pork",,Europe,United Kingdom,,Edinburgh,https://roslintech.com/,2018,Glen Illing,roslin logo.jpeg (https://v5.airtableusercontent.com/v1/14/14/1674252000000/v_SCja-VOhpFIUQnOPVIgQ/1Gxpi_3K87EZfjj6cZiL1hkDcbPjaZB-Ut8WwJsQij7-tRU23a-IYagOixWj1ervhPCGk5yni2N8vHa4ouShUqGA1OK5jpyJXhsBkvlNkMQ/aQxBySv3_DUJAVBvcEXWq1WJYpJSJs8A_9s0oW5mKrU)
Natura,Canada-based producer of plant-based  milks. ,Plant-based,Dairy,End product formulation and manufacturing,Milk,,"Soy,Almond,Oat,Rice",U.S. and Canada,Canada,,Saint-Hyacinthe,https://natura.ca/en/,1992,,
The Seaweed Company,Netherlands-based company cultivating and sourcing sustainable seaweed at scale to produce hybrid and plant-based meat and fish products.,Plant-based,"Meat,Seafood,Ingredients and inputs",,Ingredients,"Beef/veal,Fish",Algae,Europe,Netherlands,,Schiedam,https://www.theseaweedcompany.com/,2018,,Logo TSC square.jpg (https://v5.airtableusercontent.com/v1/14/14/1674252000000/8mUfv6exzbsNXBpVehf1Cw/Mskbx4tSFhRAwo8jLMuqroLoJEtHsjGXIQhuWs_AWkqiqno9HaHXqQazceOtBXYs67tLCJy0j6Zb-NQAtc2Q8ljuvn0OVyUEWUxhqS4v_5E/exzjeTTq176AKBAAzrdnIE4hPENztnC1Xx1knAG9Cd8)
"Miyoshi OIL & FAT.,LTD",Japanese BtoB edible oil manufacturing company.  We are focusing on plant-based seasoning oil_ lard taste and beef tallow taste . We have just started business in the US. ,Plant-based,"Meat,Ingredients and inputs","Ingredient optimization,End product formulation and manufacturing","Ingredients,Oils and fats","Beef/veal,Pork,Chicken",,"U.S. and Canada,Asia Pacific",Japan,,Tokyo,http://miyoshi-yushi.co.jp/en/,1921,Miki Family ,キャプチャ.PNG (https://v5.airtableusercontent.com/v1/14/14/1674252000000/Bal7Eim48CzgPg7nojYbkA/hM2CqFuf0kyLlGBY6uHdWDrPuaLmHJedhRG1FRvs_7rAQHG6aUsKH7ougdv7IgYSB1jXeVNc9knwNhLVJ0gfHg/i8Mjx3DWQYvei2g2epZylLuu0vMZl68pB5BJwrwTKhs)
MOONLAB Foods,Taiwan-based producer of artisan plant-based cheese and other dairy and baked products. ,"Plant-based,Traditional fermentation",Dairy,End product formulation and manufacturing,"Cheese,Other dairy",,"Cashew,Soy,Yeast,Rice,Coconut",Asia Pacific,Taiwan,,Taipei,https://moonlabfoods.com/zh-hant/,,Stephanie Lin,
Madree Vegan Cheese,Indonesian producer of plant-based vegan cheese. ,"Plant-based,Traditional fermentation",Dairy,End product formulation and manufacturing,Cheese,,,Asia Pacific,Indonesia,,Yogyakarta,https://www.facebook.com/madreevegancheese/about,,,
Darë Vegan Cheese,US-based producer of traditionally crafted plant-based cheese. ,"Plant-based,Traditional fermentation",Dairy,End product formulation and manufacturing,"Cheese,Other dairy",,Cashew,U.S. and Canada,United States,Asheville,North Carolina,https://www.darevegancheese.com/,2019,Gwendolyn Dare Hageman,
Alden's Organic Ice Cream,"US-based producer of ice cream, including a dairy-free line of options. ",Plant-based,Dairy,End product formulation and manufacturing,Other dairy,,"Coconut,Tapioca,Rice,Oat,Pea",U.S. and Canada,United States,Oregon,Eugene,https://aldensicecream.com/dairy-free/,2004,,
All Vegetarian Inc. ,"US-based producer of plant-based vegan egg, meat, and seafood products that bear striking resemblance to their analogues. ",Plant-based,"Meat,Seafood",End product formulation and manufacturing,"Whole muscle meat,Other meat","Turkey,Pork,Chicken,Shellfish,Tuna","Soy,Wheat,Seaweed,Pea,Sunflower",U.S. and Canada,United States,California,Los Angeles,https://veganforall.com/,1994,,
Feed Your Head Foods,"US-based producer of plant-based meats, cheeses, and dips. ",Plant-based,"Meat,Dairy",End product formulation and manufacturing,"Cheese,Ground meat,Other meat,Other dairy","Pork,Beef/veal","Cashew,Wheat,Yeast,Coconut,Tapioca",U.S. and Canada,United States,Illinois,Chicago,https://www.feedyourheadfoods.com/,2011,TIFFANY WILSON,
Golden Wing Barley Milk,US-based producer of barley milk.,Plant-based,Dairy,End product formulation and manufacturing,Milk,,Barley,U.S. and Canada,United States,Illinois ,Chicago,https://goldenwingofficial.com/,2022,,
Grillies,US-based producer of mediterranean Halloumi cheeses that also offers a plant-based option. ,Plant-based,Dairy,End product formulation and manufacturing,Cheese,,"Coconut,Fava bean,Tapioca,Pea,Potato",U.S. and Canada,United States,New York,New York,https://www.grillies.com/,2015,,
Mia Green Food,US-based producer of Italian inspired plant-based deli meat.,Plant-based,Meat,End product formulation and manufacturing,Other meat,"Pork,Turkey","Wheat,Sunflower",U.S. and Canada,United States,New Jersey,Lakewood,https://www.miagreenfood.com/,,,
Only Plant Based,"US-based producer of plant-based mayo, sour cream, and ranch dressing. 	",Plant-based,Dairy,End product formulation and manufacturing,Other dairy,,Corn,U.S. and Canada,United States,,,https://onlyplantbasedfoods.com/,,,
Peaceful Rebel Vegan Cheese,US-based producer of plant-based cheese.	,Plant-based,Dairy,End product formulation and manufacturing,Cheese,,"Cashew,Yeast,Coconut,Soy,Algae,Sunflower,Tapioca",U.S. and Canada,United States,Colorado,Denver,https://www.peacefulrebelvegancheese.com/,,,
Pure Green Extraction," 
1. A US based R&D innovation and commercialization plant based protein hub located in Oregon. Providing a wide range of services including R&D, Design, Scale-up, Operation, OPEX/CAPEX analysis, Biz Development, Technical Marketing and 
2. Offering startup companies a platform with  full access to a one-of-a-kind R&D and Commercialization facility including:
    a. State-of-the-art laboratory, consists of (1) a wide range of protein concentration and isolation equipment; (2) In house protein functionality analysis; (3) Sensory and Color analysis;
    b. An R&D Pilot Plant including: (1) Small scale spray drying; (2) various equipment for solvent and water fractionations and the ability to rent and source special equipment as required. 
    c. A food grade (Organic and Kosher), Small Commercial Scale wet fractionation production line with flexibility to incorporate various fractionation technologies and equipment – all are fully scalable and product can be sold as a food ingredient for Proof of Market acceptance and POC purposes. 
3. A team of specialists to support the overall R&D and small commercialization work by planning, analyzing, exploring different technologies, and eventually /translating selected processes into a reliable techno-economic model for  establishment of a large scale operation.
4. Potential partnership, co-investment and Business Development services to connect between reliable projects and ventures that are actively looking to invest in project that can show positive margins and de-risking activates that all can be done under one roof with Pure Green Extraction. . 

","Plant-based,Biomass fermentation","Ingredients and inputs,Food processing infrastructure and equipment,Bioprocessing infrastructure and equipment,Contract manufacturing/processing,Other","End product formulation and manufacturing,Ingredient optimization,Bioprocess design",,,"Soy,Pea,Oat,Wheat,Almond,Mushrooms,Yeast,Algae,Barley,Blend,Buckwheat,Butter Bean,Canola,Cashew,Chickpea,Coconut,Duckweed,Fava bean,Hazelnut,Hemp,Lentils,Lupine,Mung Bean,Other,Rice,Quinoa,Sunflower,Potato,Seaweed,Corn,Flaxseed,Seeds,Beans,Grains,Dates,White bean,Pumpkin,Pongamia,Pinto Beans,Millet,Mankai,Fungi,linseed oil",U.S. and Canada,United States,Oregon,Reedsport,www.pgextract.com,1753,Roi Wurgaft ,
QUBICON AG,Austria-based company that offers services and products for bioprocess digitalization and optimization,"Cultivated,Fermentation-derived,Traditional fermentation,Biomass fermentation,Precision fermentation","Bioprocessing infrastructure and equipment,Other",Bioprocess design,,,,Europe,Austria,,Vienna,qubicon.io,2021,,QUBICON-Logo-2110-colour.jpg (https://v5.airtableusercontent.com/v1/14/14/1674252000000/gcxI1ptLQqS8Yvo42sfk7w/TNbg-E6W68cKQ8Wj9tXyT8drHOtaeRlufZVn6z1UW972b_U7MMBzwySTrt-d8r-cJN4B5o7Nx196bN8kbo7AOM7gz2_CCuDuMo3Ku2ZVieHg0jt-wmr06Qww-risoYiY/Dat7ewRDd6ewvqsaEaf7xAlNMuZEgZGc29pTFPRFIgI)
Fermtech,Oxford-based precision fermentation technology company improving yields and reducing costs of protein production. ,Precision fermentation,"Dairy,Bioprocessing infrastructure and equipment,Contract manufacturing/processing","Bioprocess design,Scaffolding and structure,Host strain development","Other dairy,Ingredients",,,Europe,United Kingdom,,Oxford,www.fermtech.co.uk,2022,Andy Clayton,FermTech Logo  .jpg (https://v5.airtableusercontent.com/v1/14/14/1674252000000/x1BTwln9CcU0TUlz0C3CYQ/kCQ8I68Ue9YwUYmJyxjdcd3-UoaYujIqvy5zw_ElN4ACMQC9YaBLSW16sCcN5v1YdgpM_QqusWf7SK5beF298ko8KOdjtUmioNBspZwh1Mk/0pNZSxzhq4jdKoFY63ifTaLl06YpwJXnbpaxvZKHIiY)
Julienne Bruno ,UK-based startup producing artisan cheese for food lovers from soy.,Plant-based,Dairy,End product formulation and manufacturing,Cheese,,"Soy,Coconut",Europe,United Kingdom,,London,https://www.juliennebruno.com/,2020,Axel Katalan,
Beaut Burger Home,US-based company that began as a plant-based burger restaurant and now produces and sells its burgers on the market. ,Plant-based,Meat,End product formulation and manufacturing,Ground meat,Beef/veal,"Pinto Beans,Millet,Potato,Mushrooms,Oat",U.S. and Canada,United States,Arizona,Tuscon,https://www.beautburgerhome.com/,2018,"Kerry Lane, Ari Shapiro",
CHI Foods,US-based producer of plant-based pork made from Chi nut and free of all major allergens. ,Plant-based,Meat,End product formulation and manufacturing,Ground meat,Pork,Other,U.S. and Canada,United States,California,Santa Barbara,https://chifoods.us/,2022,,
Clean South,US-based producer of plant-based chicken wings. ,Plant-based,Meat,End product formulation and manufacturing,Whole muscle meat,Chicken,"Wheat,Soy,Yeast",U.S. and Canada,United States,California,Los Angeles,https://cleansouthla.com/#menu-section,2015,,
Cool Foods,US-based producer of plant-based bacon bits. 	,Plant-based,Meat,End product formulation and manufacturing,Other meat,Pork,Pinto Beans,U.S. and Canada,United States,California,Santa Monica,https://coolfoodsco.com/,2010,Tom Mosk,
Crummies,US-based producer of plant-based meat crumbles. ,Plant-based,Meat,End product formulation and manufacturing,Ground meat,,"Cauliflower,Quinoa,Mushrooms",U.S. and Canada,United States,Colorado,Milliken,http://coloradocrummies.com/,2017,Stephanie Baudhuin,
Detroit Jerky,US-based producer of plant-based jerky.,Plant-based,Meat,End product formulation and manufacturing,Other meat,Beef/veal,"Soy,Coconut",U.S. and Canada,United States,Michigan,Livonia,https://detroitjerkyllc.com/,2020,,
Noble Jerky,Canadian producer of plant-based jerky. ,Plant-based,Meat,End product formulation and manufacturing,Other meat,Beef/veal,"Soy,Beans",U.S. and Canada,Canada,,Burnaby,https://noblejerky.com/,2017,,
Pleather Vegan Jerky,US-based producer of plant-based jerky from seitan.,Plant-based,Meat,End product formulation and manufacturing,Other meat,Beef/veal,Wheat,U.S. and Canada,United States,Ohio,Lakewood,https://pleathervegansnacks.com/,2017,,
Plant Boss,US-based company producing organic and shelf stable plant-based meatless crumbles and meal-starters. 	,Plant-based,Meat,End product formulation and manufacturing,Ground meat,,Pea,U.S. and Canada,United States,Iowa,Norway,https://www.plantboss.com/,2021,,
Plant Provisions,US-based producer of elevated plant-based deli meat. ,Plant-based,Meat,End product formulation and manufacturing,Other meat,,"Pea,Chickpea",U.S. and Canada,United States,New York,New York,https://plantprovisions.co/,2019,,
Plantasia Foods,US-based producer of pre-cooked plant-based burgers.,Plant-based,Meat,End product formulation and manufacturing,Ground meat,Beef/veal,"Pea,Sunflower,Coconut,Mung Bean,Fava bean,Chickpea",U.S. and Canada,United States,Texas,Dallas,https://www.plantasiafoods.com/,2020,,
Soul Solutions,US-based producer of plant-based meat products.,Plant-based,Meat,End product formulation and manufacturing,Ground meat,"Chicken,Beef/veal",Pea,U.S. and Canada,United States,California,San Clemente,https://www.thesoulpatty.com/,2010,,
Caviaroli,Spain-based producer of plant-based caviar.,Plant-based,Seafood,End product formulation and manufacturing,Seafood,,,Europe,Spain,,Barcelona,http://www.caviaroli.com/,2011,,
Faux Lox Foods,US-based producer of plant-based smoked salmon.,Plant-based,Seafood,End product formulation and manufacturing,Seafood,Fish,Other,U.S. and Canada,United States,North Carolina,Candler,https://www.fauxloxfoods.com/,2021,,
"CELL4FOOD - CELLULAR CULTURE, LDA","Portugal-based, Cell4Food aims to create a network of businesses that will lead the market in the next decade driven by technical knowledge on Cell-Based protein production.",Cultivated,Seafood,"Cell culture media,Cell line development,Scaffolding and structure,End product formulation and manufacturing",,,,Europe,Portugal,,Porto,WWW.CELL4FOOD.EU,2022,"Vitor Verdelho, Espírito Santo, Luis Marques, Frederico Ferreira, Alberto Dias, Maria Miguel, João Monteiro, Sustainutility,   ",transferir.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/7Oqe2A2IaShwRC2LvrJ3Iw/_zG5DCtbYuX0wp7JBpUm7ht4z-y2MG0y7yxxpU1GZpR5-QXfF3nMLF349-EZ97O_Mc1LzUprPGJtESPnsr2u8AI24usYhcb8GhmrWnCPF_c/Nu4BeTdgpG5iJuA22uikJ7_hWaWSfHqLGo7WRbczVfo)
Cathedral City,UK-based producer of conventional cheese and launched plant-based line in 2022. ,Plant-based,Dairy,End product formulation and manufacturing,Cheese,,"Coconut,Potato",Europe,United Kingdom,,Davidstow,https://www.cathedralcity.co.uk/our-cheese/plant-based/,1995,,
Vgarden,"Israel-based food tech startup producing a variety of plant-based protein products, including cheeses, meats, and fish. ",Plant-based,"Meat,Dairy,Seafood",End product formulation and manufacturing,"Cheese,Ground meat,Seafood,Other dairy","Tuna,Chicken,Beef/veal","Corn,Potato,Coconut,Sunflower,Pea,Wheat,Yeast",Africa/Middle East,Israel,,Gan Shmuel,https://www.vgardenfoods.com/,2015,"Eyal Adut, Boaz Eliav",
[Mock],"UK-based producer of chef-quality, whole-cut, plant-based meat products for food service operators. ",Plant-based,Meat,End product formulation and manufacturing,Whole muscle meat,"Beef/veal,Mutton/lamb,Chicken",,Europe,United Kingdom,,London,https://mock.co.uk/,2016,,
Goldie Lox,US-based startup producing a plant-based lox alternative from whole carrots. ,Plant-based,Seafood,End product formulation and manufacturing,Seafood,Fish,Other,U.S. and Canada,United States,San Francisco,California,https://www.ilovegoldies.com/,2022,Julie Podar,
Beastie Plants,"Netherlands-based brand of plant-based meat products, including bacon, chicken wings, and shawarma.",Plant-based,Meat,End product formulation and manufacturing,"Ground meat,Whole muscle meat","Chicken,Beef/veal,Pork","Soy,Wheat,Other,Canola",Europe,Netherlands,,Wateringen,https://veganfinestfoods.com/product-category/beastie-plants/,2021,,
Junkstar,"Netherlands-based brand of vegan sauces, including mayo and cheese sauce.",Plant-based,Dairy,End product formulation and manufacturing,Other dairy,,"Sunflower,Potato,Corn",Europe,Netherlands,,Wateringen,https://veganfinestfoods.com/product-category/vegan-junkstar/,2020,,
I MELT 4U,Netherlands-based brand of plant-bases cheeses. 	,Plant-based,Dairy,End product formulation and manufacturing,Cheese,,"Coconut,Potato,Pea",Europe,Netherlands,,Wateringen,https://veganfinestfoods.com/product-category/i-melt-4u/,2020,,
Dr. Foods,Japan-based food tech company producing plant-based foie gras and developing plant-based and cultivated meat.,"Plant-based,Cultivated",Meat,End product formulation and manufacturing,Other meat,,"Cashew,Other",Asia Pacific,Japan,,Tokyo,https://dr-foods.net/en/,2021,Koichi Ishizuka,
Love Handle SG,Singapore-based plant-based butcher that produces its own proteins and partners with other producers to make unique products that are available in-person and online. 	,Plant-based,"Meat,Dairy,Seafood,Eggs",End product formulation and manufacturing,"Ground meat,Seafood,Other meat,Other dairy,Whole muscle meat,Cheese","Chicken,Beef/veal,Pork,Fish","Soy,Konjac,Canola,Wheat",Asia Pacific,Singapore,,Singapore,https://www.lovehandle.sg/,2020,,
